index,id,beer-name,style,ounces,abv,ibu,brewery_id,brewery-name,city,state
128,2039,Uroboros,American Stout,12.0 OZ.,0.085%,N/A,193,Anthem Brewing Company,Oklahoma City,OK
129,2511,Long Leaf,American IPA,16.0 oz.,0.071,75,69,Appalachian Mountain Brewery,Boone,NC
130,2510,Honey Badger Blonde,American Blonde Ale,16.0 oz. Alumi-Tek,0.047,19,69,Appalachian Mountain Brewery,Boone,NC
131,2509,Porter (a/k/a Black Gold Porter),American Porter,16.0 ounce,0.06,23,69,Appalachian Mountain Brewery,Boone,NC
132,413,Sky High Rye,American Pale Ale (APA),12.0 oz. Silo Can,0.06%,55,541,Arcadia Brewing Company,Battle Creek,MI
133,390,Whitsun,American Pale Wheat Ale,12.0 oz.,0.062,17,541,Arcadia Brewing Company,Battle Creek,MI
134,735,On-On Ale (2008),American Pale Ale (APA),12.0 oz,0.052,N/A,513,Arctic Craft Brewery,Colorado Springs,CO
135,1333,Quakertown Stout,American Double / Imperial Stout,12.0 ounce,0.092,50,426,Armadillo Ale Works,Denton TX,
136,1332,Greenbelt Farmhouse Ale,Saison / Farmhouse Ale,12.0 oz.,0.051%,20,426,Armadillo Ale Works,Denton,TX
137,1172,Mo's Gose,Gose,16.0 oz,0.052,10,461,Armstrong Brewing Company,South San Francisco,CA
138,1322,Green Bullet Organic India Pale Ale,American IPA,16.0 oz.,0.07,45,429,Asher Brewing Company,Boulder,CO
139,550,Rocket Girl,Kölsch,12.0 oz,0.032,27,528,Asheville Brewing Company,Asheville,NC
140,429,Ninja Porter,American Porter,12.0 oz,0.053,26,528,Asheville Brewing Company,Asheville NC,
141,428,Shiva IPA,American IPA,12.0 oz.,0.06,69,528,Asheville Brewing Company,Asheville,NC
142,1640,Aslan Kölsch,Kölsch,16.0 ounce,0.048,N/A,353,Aslan Brewing Company,Bellingham,WA
143,1639,Aslan IPA,American IPA,16.0 oz. Alumi-Tek,0.077,N/A,353,Aslan Brewing Company,Bellingham,WA
144,1638,Aslan Amber,American Amber / Red Ale,16.0 oz. Silo Can,0.077,N/A,353,Aslan Brewing Company,Bellingham,WA
145,597,This Season's Blonde,American Blonde Ale,12.0 oz.,0.056,27,523,Aspen Brewing Company,Aspen,CO
146,596,Independence Pass Ale,American IPA,12.0 oz,0.07%,67,523,Aspen Brewing Company,Aspen,CO
147,1580,Trolley Stop Stout,American Stout,12.0 oz.,0.057,40,374,Astoria Brewing Company,Astoria,OR
148,980,Bitter Bitch Imperial IPA,American Double / Imperial IPA,12.0 oz.,0.08199999999999999%,138,374,Astoria Brewing Company,Astoria,OR
149,979,Poop Deck Porter,American Porter,12.0 ounce,0.062,35,374,Astoria Brewing Company,Astoria,OR
150,978,Old Red Beard Amber Ale,American Amber / Red Ale,12.0 OZ.,0.06,35,374,Astoria Brewing Company,Astoria,OR
151,2503,Hop A-Peel,American Double / Imperial IPA,16.0 ounce,0.075,115,72,Atwater Brewery,Detroit,MI
152,2502,Vanilla Java Porter,American Porter,16.0 oz.,0.055%,12,72,Atwater Brewery,Detroit,MI
153,2495,Michelada,Fruit / Vegetable Beer,16.0 oz,0.052,N/A,72,Atwater Brewery,Detroit,MI
154,534,Dirty Blonde Ale,American Blonde Ale,12.0 oz.,0.045,8,72,Atwater Brewery,Detroit,MI
155,528,Grand Circus IPA,American IPA,12.0 oz,0.05%,62,72,Atwater Brewery,Detroit,MI
156,527,Atwater's Lager,Munich Helles Lager,12.0 oz.,0.05,12,72,Atwater Brewery,Detroit MI,
157,1409,Heavy Machinery IPA Series #1: Heavy Fist,American Black Ale,16.0 oz,0.07,N/A,413,Austin Beerworks,Austin,TX
158,343,Fire Eagle IPA,American IPA,12.0 OZ.,0.062%,N/A,413,Austin Beerworks,Austin,TX
159,342,Peacemaker,American Pale Ale (APA),12.0 oz,0.051,N/A,413,Austin Beerworks,Austin,TX
160,341,Pearl-Snap,German Pilsener,12.0 oz.,0.053,N/A,413,Austin Beerworks,Austin,TX
161,340,Black Thunder,Schwarzbier,12.0 ounce,0.052,N/A,413,Austin Beerworks,Austin,TX
162,2589,Raja,American Double / Imperial IPA,12.0 oz.,0.08%,N/A,37,Avery Brewing Company,Boulder,CO
163,2546,Perzik Saison,Saison / Farmhouse Ale,12.0 oz.,0.064,N/A,37,Avery Brewing Company,Boulder,CO
164,146,Avery Joe’s Premium American Pilsner,German Pilsener,12.0 oz.,0.047,42,37,Avery Brewing Company,Boulder,CO
165,108,White Rascal,Witbier,12.0 oz.,0.056,10,37,Avery Brewing Company,Boulder,CO
166,107,Avery India Pale Ale,American IPA,12.0 oz,0.063,69,37,Avery Brewing Company,Boulder,CO
167,106,Ellie’s Brown Ale,American Brown Ale,12.0 ounce,0.055,17,37,Avery Brewing Company,Boulder,CO
168,1620,Pumpkin Beast,Pumpkin Ale,12.0 oz. Alumi-Tek,0.062,17,360,Aviator Brewing Company,Fuquay-Varina,NC
169,1579,OktoberBeast,Märzen / Oktoberfest,12.0 oz.,0.072,22,360,Aviator Brewing Company,Fuquay-Varina,NC
170,1228,Mad Beach,American Pale Wheat Ale,12.0 ounce,0.048%,23,360,Aviator Brewing Company,Fuquay-Varina,NC
171,705,Hog Wild India Pale Ale,American IPA,12.0 oz.,0.067,N/A,360,Aviator Brewing Company,Fuquay-Varina,NC
172,704,Devils Tramping Ground Tripel,Tripel,12.0 oz.,0.092,5,360,Aviator Brewing Company,Fuquay-Varina,NC
173,702,Hot Rod Red,American Amber / Red Ale,12.0 ounce,0.061,41,360,Aviator Brewing Company,Fuquay-Varina,NC
174,2058,Palate Mallet,American Double / Imperial IPA,12.0 ounce,0.086,N/A,235,Back East Brewing Company,Bloomfield,CT
175,1483,Back East Porter,American Porter,12.0 oz.,0.06,N/A,235,Back East Brewing Company,Bloomfield,CT
176,1426,Back East Golden Ale,American Blonde Ale,12.0 OZ.,0.049%,N/A,235,Back East Brewing Company,Bloomfield,CT
177,1132,Misty Mountain IPA,American IPA,12.0 oz.,0.07,N/A,235,Back East Brewing Company,Bloomfield,CT
178,1131,Back East Ale,American Amber / Red Ale,12.0 ounce,0.05,N/A,235,Back East Brewing Company,Bloomfield,CT
179,1876,Truck Stop Honey Brown Ale,English Brown Ale,12.0 ounce,0.06%,N/A,286,Back Forty Beer Company,Gadsden,AL
180,1875,Naked Pig Pale Ale,American Pale Ale (APA),12.0 oz,0.06%,43,286,Back Forty Beer Company,Gadsden,AL
181,966,Topcutter India Pale Ale,American IPA,12.0 ounce,0.068,70,483,Bale Breaker Brewing Company,Yakima,WA
182,965,Field 41 Pale Ale,American Pale Ale (APA),12.0 ounce,0.044000000000000004%,38,483,Bale Breaker Brewing Company,Yakima,WA
183,2593,Grapefruit Sculpin,American IPA,12.0 ounce,0.07%,N/A,34,Ballast Point Brewing Company,San Diego,CA
184,2105,Even Keel,American IPA,12.0 ounce,0.038%,40,34,Ballast Point Brewing Company,San Diego CA,
185,1401,Ballast Point Pale Ale,Kölsch,12.0 OZ.,0.052000000000000005%,23,34,Ballast Point Brewing Company,San Diego,CA
186,1400,Big Eye India Pale Ale,American IPA,12.0 OZ.,0.07,75,34,Ballast Point Brewing Company,San Diego,CA
187,1019,Longfin Lager,Munich Helles Lager,12.0 oz,0.046,N/A,34,Ballast Point Brewing Company,San Diego,CA
188,1018,Sculpin IPA,American IPA,12.0 oz.,0.07,70,34,Ballast Point Brewing Company,San Diego,CA
189,1776,All Nighter Ale,Extra Special / Strong Bitter (ESB),12.0 oz. Alumi-Tek,0.045,N/A,318,Banner Beer Company,Williamsburg,MA
190,1644,Banner American Rye,Rye Beer,12.0 oz,0.045%,20,318,Banner Beer Company,Williamsburg,MA
191,1643,Banner American Ale,American Amber / Red Ale,12.0 ounce,0.035,45,318,Banner Beer Company,Williamsburg,MA
192,2618,Thai.p.a,American IPA,16.0 oz,0.07,46,20,Bare Hands Brewery,Granger,IN
193,2005,Barrio Blanco,American IPA,12.0 oz.,0.06,60,251,Barrio Brewing Company,Tucson,AZ
194,1343,Barrio Tucson Blonde,American Blonde Ale,12.0 oz,0.045,N/A,251,Barrio Brewing Company,Tucson,AZ
195,2404,Hop in the ‘Pool Helles,American Pilsner,12.0 oz. Alumi-Tek,0.049%,22,116,Base Camp Brewing Co.,Portland,OR
196,2323,Ultra Gnar Gnar IPA,American IPA,12.0 oz.,0.067,60,116,Base Camp Brewing Co.,Portland,OR
197,2189,In-Tents India Pale Lager,American Pale Lager,12.0 ounce,0.068,62,116,Base Camp Brewing Co.,Portland,OR
198,2188,Lost Meridian Wit,Witbier,12.0 oz.,0.05,20,116,Base Camp Brewing Co.,Portland,OR
199,2187,Celestial Meridian Cascadian Dark Lager,Euro Dark Lager,12.0 oz,0.051,45,116,Base Camp Brewing Co.,Portland,OR
200,1966,Wagon Party,California Common / Steam Beer,12.0 ounce,0.054,55,258,Bauhaus Brew Labs,Minneapolis,MN
201,1965,Sky-Five,American IPA,12.0 oz.,0.067%,70,258,Bauhaus Brew Labs,Minneapolis,MN
202,1964,Stargrazer,Schwarzbier,12.0 oz.,0.05,28,258,Bauhaus Brew Labs,Minneapolis,MN
203,1963,Wonderstuff,German Pilsener,12.0 oz.,0.054,48,258,Bauhaus Brew Labs,Minneapolis,MN
204,1855,Tarnation California-Style Lager,California Common / Steam Beer,12.0 oz,0.053,N/A,292,Baxter Brewing Company,Lewiston,ME
205,1778,On the Count of 3 (2015),Hefeweizen,16.0 oz,0.07%,42,292,Baxter Brewing Company,Lewiston,ME
206,1209,Summer Swelter,American Pale Wheat Ale,12.0 oz,0.047,N/A,292,Baxter Brewing Company,Lewiston,ME
207,954,Phantom Punch Winter Stout,Foreign / Export Stout,12.0 oz.,0.068,N/A,292,Baxter Brewing Company,Lewiston,ME
208,910,Hayride Autumn Ale,Rye Beer,12.0 ounce,0.066,N/A,292,Baxter Brewing Company,Lewiston,ME
209,707,Celsius Summer Ale (2012),American Pale Wheat Ale,12.0 oz.,0.047,N/A,292,Baxter Brewing Company,Lewiston,ME
210,533,Amber Road,American Amber / Red Ale,12.0 oz.,0.055,35,292,Baxter Brewing Company,Lewiston,ME
211,183,Pamola Xtra Pale Ale,American Pale Ale (APA),12.0 OZ.,0.049%,28,292,Baxter Brewing Company,Lewiston,ME
212,182,Stowaway IPA,American IPA,12.0 oz,0.069,69,292,Baxter Brewing Company,Lewiston,ME
213,1806,Hoptopus Double IPA,American Double / Imperial IPA,16.0 ounce,0.088,108,306,Beach Brewing Company,Virginia Beach,VA
214,2435,Watermelon Ale,Fruit / Vegetable Beer,12.0 OZ.,0.05,10,103,Beer Works Brewery,Lowell,MA
215,2423,Fenway American Pale Ale,American Pale Ale (APA),12.0 oz. Alumi-Tek,0.057999999999999996%,45,103,Beer Works Brewery,Lowell,MA
216,2420,Back Bay IPA,American IPA,12.0 oz.,0.068%,85,103,Beer Works Brewery,Lowell,MA
217,2419,Bunker Hill Blueberry Ale,Other,12.0 ounce,0.048,16,103,Beer Works Brewery,Lowell,MA
218,2494,Oberon,American Pale Wheat Ale,12.0 oz,0.057999999999999996%,N/A,76,Bell's Brewery,Kalamazoo,MI
219,2325,Smitten,Rye Beer,16.0 oz.,0.06%,N/A,76,Bell's Brewery,Kalamazoo,MI
220,2022,Winter White,Witbier,16.0 oz.,0.05,N/A,76,Bell's Brewery,Kalamazoo,MI
221,1989,Oberon,American Pale Wheat Ale,16.0 oz.,0.058,N/A,76,Bell's Brewery,Kalamazoo,MI
222,1988,Two Hearted,American IPA,16.0 OZ.,0.07,N/A,76,Bell's Brewery,Kalamazoo,MI
