index,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
69,helloflight,AA-3468-CVG-MIA,7:00 a.m.,7:25 a.m.,9:29 a.m.,9:29 a.m.
70,helloflight,AA-484-DFW-MIA,16:00,4:29 p.m.,19:37,7:37 p.m.
71,helloflight,AA-1886-BOS-MIA,TBD,Not Scheduled,TBD,2011-12-02T13:36:00
72,helloflight,CO-62-IAH-EWR,2:30 p.m.,2011-12-02T14:30:00,7:03 p.m.,12:00 p.m.
73,helloflight,CO-1561-PHX-IAH,8:05 a.m.,N/A,11:35 a.m.,Not Available
74,helloflight,UA-2314-ATL-PHL,12:00 p.m.,15:04,4:43 p.m.,16:43
75,helloflight,AA-446-DFW-PHL,12:00 p.m.,12:13 p.m.,4:08 p.m.,16:08
76,helloflight,CO-1023-IAH-DEN,11:40 a.m.,11:40 a.m.,1:17 p.m.,1:17 p.m.
77,helloflight,AA-466-IAH-MIA,2011-12-02T00:00:00.000,06:09 AM,2011-12-02T08:50:00.000,2011-12-02T08:50:00
78,helloflight,UA-3050-PHX-CLT,11:00 a.m.,11:45 a.m.,17:00,5:00 p.m.
79,helloflight,CO-89-IAH-EWR,6:00 a.m.,6:05 a.m.,10:20 a.m.,10:20 a.m.
80,helloflight,CO-1088-CLE-IAH,8:40 a.m.,11/30/2023,10:54 a.m.,11/30 10:54 a.m.
81,helloflight,AA-1664-MIA-ATL,10:00 a.m.,10:19 AM,2023-12-01T00:00:00,11:50 a.m.
82,helloflight,AA-1279-DFW-PHX,TBD,2023-12-02T14:03:00,Dec 02 3:13 p.m.,3:13 p.m.
83,helloflight,UA-854-SFO-IAH,11/30 8:00 a.m.,11/30 08:07 AM,11/30 1:23 p.m.,11/30 1:23 p.m.
84,helloflight,UA-382-IAD-LAX,12:56 p.m.,12:56 p.m.,15:09,3:09 p.m.
85,helloflight,AA-4344-ORD-DTW,12:00 p.m.,12:14 p.m.,13:55,1:55 p.m.
86,helloflight,UA-257-JFK-SFO,2:00 p.m.,2:43 p.m.,11/30/2023,5:22 p.m.
87,helloflight,UA-2945-PHL-CLT,12:00 p.m.,12:07 p.m.,1:11 p.m.,1:11 p.m.
88,helloflight,CO-63-EWR-IAH,5:25 p.m.,5:25 p.m.,8:22 p.m.,11/30 2023
89,helloflight,CO-47-IAH-LAX,7:10 p.m.,7:10 p.m.,8:56 p.m.,8:56 p.m.
90,helloflight,AA-2050-ORD-MIA,11:00 a.m.,11:06 a.m.,12/02/2011 2:39 p.m.,2011-12-02T14:39:00
91,helloflight,UA-248-PHX-ORD,TBA,1:43 p.m.,2023-12-02,17:24
92,helloflight,AA-4330-CVG-ORD,3:35 p.m.,15:35,2011-12-02T16:00:00,12/02/2011 12:00 p.m.
93,helloflight,AA-1434-DFW-MCO,11/30/2023,2023-11-30T07:22:00,11/30 2023,11/30 10:34 a.m.
94,helloflight,AA-1640-MIA-MCO,TBD,6:47 p.m.,7:25 p.m.,7:25 p.m.
95,helloflight,AA-4307-ORD-DTW,12:00 p.m.,18:56,2023-12-02T00:00:00,20:38
96,helloflight,AA-3-JFK-LAX,12/02/2011 12:12 p.m.,12:12 p.m.,2011-12-02T00:00:00,2011-12-02T15:04:00
97,helloflight,CO-1694-LAX-IAH,7:15 p.m.,7:15 PM,2011-12-02T00:21:00,2011-12-02T00:21:00
98,helloflight,UA-843-LAX-ORD,2:00 p.m.,2:04 p.m.,2023-12-02,19:20
99,helloflight,CO-1193-EWR-MCO,9:15 AM,9:15 AM,12:18 p.m.,2011-12-02T00:00:00
100,helloflight,AA-3842-MSP-ORD,N/A,6:57 a.m.,12:49 p.m.,7:49 p.m.
101,helloflight,AA-643-MIA-ORD,Dec 02 7:31 a.m.,2023-12-02T07:31:00,Dec 02 9:26 a.m.,9:26 a.m.
102,helloflight,AA-1007-MIA-PHX,5:00 p.m.,5:09 p.m.,5:45 p.m.,5:35 p.m.
103,helloflight,AA-2525-DFW-MIA,TBA,7:39 a.m.,2023-12-02,10:43 p.m.
104,helloflight,UA-2906-PHL-MCO,TBA,4:44 p.m.,2023-10-10T18:28:00,18:28
105,helloflight,UA-938-DEN-ORD,TBD,4:37 p.m.,TBA,4:37 p.m.
106,helloflight,AA-1221-MCO-ORD,TBD,N/A,TBD,2011-12-02T21:47:00
107,helloflight,CO-16-LAX-EWR,10:25 a.m.,10:25 a.m.,6:44 p.m.,6:44 p.m.
108,helloflight,UA-2515-DFW-CLT,7:00 a.m.,7:30 a.m.,10:43 a.m.,10:43 a.m.
109,helloflight,AA-400-DFW-JFK,11:00 a.m.,11:02 a.m.,14:58,2:58 p.m.
110,helloflight,UA-664-ORD-PHL,11/30/2023,13:48,11/30 4:20 p.m.,16:20
111,helloflight,AA-3756-ORD-SLC,11/30 12:00 p.m.,11/30 12:42 PM,12/02,12:50 p.m.
112,helloflight,UA-37-EWR-MCO,1:29 p.m.,1:29 PM,4:17 p.m.,4:17 p.m.
113,helloflight,AA-1522-SFO-ORD,12:00 a.m.,00:11,11/30 5:52 a.m.,2023-11-30T05:52:00
114,helloflight,UA-233-LAX-JFK,4:00 p.m.,4:28 p.m.,12/2/11 12:01 a.m.,2011-12-02T00:01:00
115,helloflight,AA-3823-LAX-DEN,2011-12-02T00:00:00,21:06,2011-12-02T23:49:00,23:49
116,helloflight,AA-2312-DFW-DTW,8:00 p.m.,8:29 p.m.,11/30/2023,11:35 p.m.
117,helloflight,AA-1165-JFK-MIA,TBD,7:23 a.m.,2023-12-02T00:00:00.000,2011-11-30T09:45:00
118,helloflight,AA-431-MIA-SFO,N/A,8:52 a.m. (-00:00),TBD,8:52 a.m.
119,helloflight,UA-3373-IAD-PHL,12:00 PM,8:37 a.m.,2011-12-02,9:13 a.m.
120,helloflight,AA-649-ORD-SNA,TBD,1:41 p.m.,2023-12-02T15:29:00,2023-12-02T15:29:00
121,helloflight,CO-1250-MIA-IAH,2:53 p.m.,12:00 p.m.,4:48 p.m.,2023-11-30T16:48:00
122,helloflight,UA-6273-YYC-SFO,2023-12-02,2023-11-30T07:41:00,Dec 02 8:33 a.m.,12:33 PM
123,helloflight,UA-828-SFO-ORD,11:08 p.m.,11:08 PM,2011-12-02T05:11:00,2011-12-02T05:11:00
124,helloflight,CO-4888-IAH-DAL,5:00 p.m.,5:38 p.m.,6:19 p.m.,6:19 p.m.
125,helloflight,UA-858-PVG-SFO,2023-12-01T00:00:00.000,2023-12-01T13:50:00+08:00,Dec 02 7:50 a.m.,2023-12-02T07:50:00
126,helloflight,UA-2704-DTW-PHX,TBD,11:47 a.m.,null,1:52 p.m. Dec 1
127,helloflight,AA-3063-SLC-LAX,8:00 p.m.,8:40 p.m.,9:12 p.m.,21:12
128,helloflight,UA-2708-EWR-CLT,3:00 p.m.,3:04 p.m.,4:22 p.m.,4:22 p.m.
129,helloflight,UA-62-IAH-EWR,2:30 p.m.,2:30 PM,2023-11-30T19:03:00,2023-11-30T19:03:00
130,helloflight,UA-1500-IAH-GUA,8:55 a.m.,8:55 a.m.,11:45 a.m.,11:45 AM
131,helloflight,AA-3804-PHL-ORD,TBD,2:44 PM Dec 1,2023-12-01T15:36:00,15:36
132,helloflight,AA-1917-JFK-MCO,3:00 p.m.,3:28 p.m.,5:39 p.m.,5:39 p.m.
133,helloflight,AA-2268-PHX-ORD,2011-12-02T00:00:00,7:22 a.m.,12/02/2011 11:04 a.m.,11:04 a.m.
134,helloflight,AA-4277-CVG-JFK,12:00 p.m.,12:11 p.m.,13:42,1:42 p.m.
135,helloflight,AA-2957-DFW-CVG,8:00 a.m.,8:04 a.m.,10:58 a.m.,10:58 a.m.
136,helloflight,UA-37-EDI-EWR,09:05,09:05,11:53 AM,11:53 a.m.
137,helloflight,AA-789-ORD-DEN,1:00 p.m.,1:20 p.m.,2:49 p.m.,2:49 p.m. (-00:00)
138,helloflight,AA-415-BOS-ORD,00:00,8:55 AM,10:12 a.m.,10:12 PM
139,helloflight,AA-85-JFK-SFO,TBD,N/A,TBD,6:30 PM Dec 1
140,helloflight,AA-3979-CVG-ORD,8:00 a.m.,08:04,8:00 a.m.,7:59 a.m.
141,helloflight,AA-3786-IAH-ORD,TBD,4:12 p.m.,6:11 p.m.,6:11 p.m.
142,helloflight,AA-271-MIA-LAX,11:00 a.m.,11:52 a.m.,2:21 p.m.,2:21 PM Dec 1
143,helloflight,CO-50-CLE-EWR,2:55 p.m.,2:55 p.m.,4:49 p.m.,11/30 2023
144,helloflight,UA-3099-PHX-PHL,TBD,11:55 a.m.,17:34,5:34 p.m.
145,helloflight,AA-4198-ORD-CLE,10:00 a.m.,10:55 a.m.,12:37 p.m.,12:37 p.m.
146,helloflight,AA-404-MIA-MCO,6:58 a.m.,2023-11-30T06:58:00,11/30 7:37 a.m.,7:37 a.m.
147,helloflight,CO-45-EWR-MIA,4:00 p.m.,4:15 p.m.,7:05 p.m.,7:05 p.m.
148,helloflight,AA-3809-PHX-LAX,6:00 a.m.,6:11 a.m.,6:15 a.m.,6:15 a.m.
149,helloflight,AA-59-JFK-SFO,TBD,7:40 AM Dec 1,N/A,N/A
150,helloflight,AA-222-LAX-BOS,2011-12-02T00:00:00,12/02/2011 3:12 p.m.,2011-12-02T15:12:00,2011-11-30T15:12:00
151,boston,AA-3859-IAH-ORD,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:40 a.m.
152,boston,CO-1586-IAH-MCO,TBD,TBD,TBD,10:23 p.m.
153,boston,AA-518-MIA-JFK,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:25 a.m.
154,boston,UA-397-JFK-SFO,8:00 a.m.,08:49,11:55 a.m.,11:55 a.m.
155,boston,UA-3925-IAD-ORF,TBD,09:01,11/30/2011,2011-12-02T09:40:00
156,boston,AA-1733-ORD-PHX,7:45 p.m.,7:59 p.m.,10:30 p.m.,10:39 p.m. (Estimated)
157,boston,AA-3-JFK-LAX,12:00 p.m.,12:12 PM,3:15 p.m.,3:15 p.m.
158,boston,UA-2830-MCO-CLT,3:27 p.m.,15:50,5:05 p.m.,5:17 p.m.
159,boston,CO-58-DEN-IAH,TBD,12:37 p.m.,15:25,3:25 p.m.
160,boston,UA-5487-SFO-MRY,2023-12-01,10:53 AM,"Dec 1, 11:18 a.m.",11:18 a.m.
161,boston,AA-204-LAX-MCO,TBD,Not Available,2023-12-02T06:55:00,Dec 02 Not Available
162,boston,UA-414-LAX-SFO,6:10 a.m.,6:10 a.m.,2023-12-02T07:10:00,2023-12-02T07:10:00
163,boston,CO-1614-LAX-IAH,TBD,2011-12-02T00:58:00,2011-12-02T05:23:00,2011-12-02T05:23:00
164,boston,UA-2726-FLL-PHL,4:00 p.m.,4:00 p.m.,6:46 p.m.,6:46 p.m.
165,boston,CO-52-IAH-LAX,2023-12-01T00:00:00.000,2023-12-02T07:56:00,Dec 02 9:09 a.m.,Dec 02 9:09 a.m.
166,boston,CO-1090-BOS-IAH,10:00 a.m.,10:35 a.m.,1:09 PM,1:09 p.m. Dec 1
167,boston,AA-616-DFW-DTW,9:05 a.m.,9:11 a.m.,12:35 p.m.,12:18 p.m.
168,boston,UA-3515-IAD-MSP,8:00 a.m.,8:26 a.m.,9:54 a.m.,9:54 a.m.
169,boston,AA-3468-CVG-MIA,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:55 a.m.
170,boston,AA-484-DFW-MIA,4:15 p.m.,4:15 p.m.,7:55 p.m.,7:55 p.m.
171,boston,AA-1886-BOS-MIA,TBD,10:55 a.m.,2011-12-01T00:00:00.000,2011-12-02T13:34:00
172,boston,CO-62-IAH-EWR,TBD,2:59 p.m.,6:59 p.m.,6:59 p.m.
173,boston,CO-1561-PHX-IAH,8:00 a.m.,8:18 a.m.,11:26 a.m.,11:26 a.m.
174,boston,UA-2314-ATL-PHL,3:00 p.m.,15:04,12:45 p.m.,4:45 p.m.
175,boston,AA-446-DFW-PHL,11:50 a.m.,11:50 a.m.,3:50 p.m.,4:09 p.m.
176,boston,CO-1023-IAH-DEN,TBD,2011-12-02T12:06:00,2011-12-02T13:12:00,2011-12-02T13:12:00
177,boston,AA-466-IAH-MIA,6:00 a.m.,6:00 a.m.,9:20 a.m.,9:20 a.m.
178,boston,UA-3050-PHX-CLT,11:05 a.m.,11:05 a.m.,4:57 p.m.,16:03
179,boston,CO-89-IAH-EWR,2023-12-02,06:17,Dec 02 10:18 a.m.,10:18 a.m.
180,boston,CO-1088-CLE-IAH,TBD,9:01 a.m.,TBD,TBD
181,boston,AA-1664-MIA-ATL,10:15 a.m.,10:15 AM,12:10 p.m.,12:10 p.m.
182,boston,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,14:19
183,boston,UA-854-SFO-IAH,TBD,8:07 AM,1:27 p.m.,13:27
184,boston,UA-382-IAD-LAX,2011-12-02T00:00:00,2011-12-01T12:56:00,2011-12-02T15:20:00,2011-11-30T15:20:00
185,boston,AA-4344-ORD-DTW,unknown,12:14 p.m.,2023-12-01T14:01:00,2:01 p.m.
186,boston,UA-257-JFK-SFO,2:30 p.m.,14:43,6:15 p.m.,6:28 p.m.
187,boston,UA-2945-PHL-CLT,12:00 PM,12:00 p.m.,1:45 p.m.,1:45 p.m.
188,boston,CO-63-EWR-IAH,TBD,2011-12-02T17:38:00,2011-12-01T19:55:00,2011-12-01T19:55:00
189,boston,CO-47-IAH-LAX,8:00 p.m.,8:36 p.m.,9:38 p.m.,21:38
190,boston,AA-2050-ORD-MIA,10:40 a.m.,10:40 a.m.,2:45 p.m.,14:37
191,boston,UA-248-PHX-ORD,12:57 p.m.,11/30/2023,4:52 p.m.,12:00 p.m.
192,boston,AA-4330-CVG-ORD,2011-12-02T00:00:00,3:36 p.m.,12/02/2011 3:25 p.m.,3:25 p.m.
193,boston,AA-1434-DFW-MCO,7:15 a.m.,7:15 a.m.,10:35 a.m.,10:35 a.m.
194,boston,AA-1640-MIA-MCO,6:30 p.m.,6:30 PM,7:25 p.m.,7:25 p.m.
195,boston,AA-4307-ORD-DTW,6:45 p.m.,18:56,9:10 p.m.,9:43 p.m.
196,boston,CO-1694-LAX-IAH,12:00 p.m. Dec 02,12/02/2011 12:00 a.m.,2011-12-02T00:21:00,12:21 a.m. Dec 02
197,boston,UA-843-LAX-ORD,11/30/2011,14:38,12/02/2011,2011-12-02T19:53:00
198,boston,CO-1193-EWR-MCO,9:15 a.m.,9:15 a.m.,12:18 p.m.,12:18 p.m.
199,boston,AA-3842-MSP-ORD,6:00 a.m.,6:00 a.m.,7:30 a.m.,7:51 a.m.
200,boston,AA-643-MIA-ORD,7:10 a.m.,7:10 a.m.,9:35 a.m.,9:35 a.m.
201,boston,AA-1007-MIA-PHX,2023-12-01T17:09:00,17:09,"Dec 1, 2011 7:53 p.m.",7:53 p.m.
202,boston,UA-2906-PHL-MCO,3:50 p.m.,3:50 p.m.,6:23 p.m.,18:36
203,boston,UA-938-DEN-ORD,16:00,4:37 p.m.,12:00 p.m.,19:26
204,boston,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,21:49
205,boston,CO-16-LAX-EWR,TBD,10:37 AM Dec 1,00:00,18:13
206,boston,UA-2515-DFW-CLT,11/30/2023,07:31,11/30,N/A
207,boston,AA-400-DFW-JFK,10:40 a.m.,10:40 a.m.,2:59 p.m.,3:02 p.m.
208,boston,UA-664-ORD-PHL,1:33 p.m.,1:33 p.m.,4:31 p.m.,4:31 p.m.
209,boston,AA-3756-ORD-SLC,12:15 p.m.,12:42 PM,2:45 p.m.,14:52
210,boston,UA-37-EWR-MCO,12:00 p.m.,14:01,11/30 2:00 p.m.,2023-11-30T16:06:00
211,boston,AA-1522-SFO-ORD,11:55 p.m.,11:55 PM,2023-12-02T05:50:00,2023-12-02T05:50:00
212,boston,UA-233-LAX-JFK,16:25,Not Available,2023-12-02T00:29:00,Not Available
213,boston,AA-3823-LAX-DEN,21:00,9:00 p.m. (-00:00),2023-12-02T00:15:00,12:15 a.m. Dec 02
214,boston,AA-2312-DFW-DTW,2011-12-02T20:25:00,12/02/2011 8:25 PM,12/02/2011 11:25 p.m.,12/02/2011 11:25 p.m.
215,boston,AA-1165-JFK-MIA,6:59 a.m.,6:59 a.m.,10:34 a.m.,10:34 a.m.
216,boston,AA-431-MIA-SFO,8:35 a.m.,8:35 a.m.,11:50 a.m.,11:50 a.m.
217,boston,UA-3373-IAD-PHL,TBD,8:37 a.m.,2023-12-02,09:11 AM
218,boston,AA-649-ORD-SNA,12/02/2011 1:30 p.m.,Not Available,3:50 p.m.,Not Available
219,boston,CO-1250-MIA-IAH,TBD,2023-12-02T15:17:00,4:55 p.m.,2023-12-02T16:55:00
220,boston,UA-6273-YYC-SFO,7:00 a.m.,2011-12-02T07:41:00,2011-11-30,2011-12-02T08:41:00
221,boston,UA-828-SFO-ORD,11:08 p.m.,11:08 PM,2011-12-02T05:11:00,2011-12-02T05:11:00
222,boston,CO-4888-IAH-DAL,5:30 PM,5:30 PM,2011-12-02T18:09:00,2011-12-02T18:09:00
223,boston,UA-858-PVG-SFO,TBA,12:45 a.m.,2023-12-02T07:58:00,2023-12-02T07:58:00
224,boston,UA-2704-DTW-PHX,12:00 p.m.,11:47 AM,2023-12-02T14:02:00,2:02 p.m.
225,boston,AA-3063-SLC-LAX,00:00,20:40,2023-12-01T00:00:00.000,21:11
226,boston,UA-2708-EWR-CLT,11/30/2023,15:04,11/30 4:24 p.m.,4:24 p.m.
227,boston,UA-62-IAH-EWR,Dec 02 2:00 p.m.,2023-12-02T14:59:00,Dec 02 6:59 p.m.,Dec 02 18:59
228,boston,UA-1500-IAH-GUA,00:00,N/A,2023-12-02T00:00:00,12:10 PM
229,boston,AA-3804-PHL-ORD,2:35 p.m.,2:44 p.m.,4:05 p.m.,4:36 p.m.
230,boston,AA-1917-JFK-MCO,2:55 p.m.,14:28,5:55 p.m.,5:34 PM
231,boston,AA-2268-PHX-ORD,7:15 a.m.,7:15 a.m.,11:35 a.m.,11:35 a.m.
232,boston,AA-4277-CVG-JFK,12:10 p.m.,12:10 p.m.,2:15 p.m.,2:15 p.m.
233,boston,AA-2957-DFW-CVG,7:55 a.m.,7:55 a.m.,11:05 a.m.,11:05 a.m.
234,boston,UA-37-EDI-EWR,TBD,9:05 a.m.,12:00 p.m.,12:00 PM
235,boston,AA-789-ORD-DEN,1:05 p.m.,13:20,2:35 p.m.,2:55 p.m.
236,boston,AA-415-BOS-ORD,N/A,8:56 a.m.,10:10 a.m.,10:10 AM
237,boston,AA-85-JFK-SFO,3:05 p.m.,15:38,6:30 p.m.,18:36
238,boston,AA-3979-CVG-ORD,7:30 a.m.,8:04 a.m.,8:00 a.m.,8:00 a.m.
239,boston,AA-1544-SAN-ORD,TBD,11:41 AM,16:52,4:52 p.m.
240,boston,AA-3786-IAH-ORD,4:00 p.m.,4:12 p.m.,6:40 p.m.,6:40 p.m.
241,boston,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,2:25 p.m.,14:18
242,boston,AA-2525-DFW-MIA,7:25 a.m.,07:40,11:10 a.m.,11:10 a.m.
243,boston,CO-50-CLE-EWR,unknown,16:02,2023-12-02,5:09 p.m.
244,boston,UA-3099-PHX-PHL,11:55 a.m.,11:55 a.m.,6:17 p.m.,6:17 p.m.
245,boston,AA-4198-ORD-CLE,10:40 a.m.,10:40 a.m.,12:55 p.m.,12:55 p.m.
246,boston,AA-404-MIA-MCO,6:45 a.m.,6:45 a.m.,7:45 a.m.,7:32 PM
247,boston,CO-45-EWR-MIA,4:00 p.m.,4:00 p.m.,7:05 p.m.,7:05 p.m.
248,boston,AA-3809-PHX-LAX,6:00 a.m.,6:00 a.m.,6:40 a.m.,6:40 a.m.
249,boston,AA-59-JFK-SFO,7:10 a.m.,7:10 a.m.,10:45 a.m.,10:45 a.m.
250,boston,AA-222-LAX-BOS,7:10 a.m.,7:10 a.m.,3:30 p.m.,3:30 p.m.
251,weather,AA-3859-IAH-ORD,7:10 a.m.,07:10,9:40 a.m.,12:00 p.m.
252,weather,AA-518-MIA-JFK,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:25 a.m.
253,weather,UA-397-JFK-SFO,8:00 a.m.,08:49,11:55 a.m.,11:34 PM
