index,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
21,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,xcute cxre hospitxls,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,99%,516 patients,al_ami-2
22,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attaxk,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96%,71 patients,al_ami-3
23,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospxtal dxstrxct or authorxty,yes,hearx axxack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,244 patients,al_axi-4
24,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,housxon,3347938701,acute care hospitals,governmentx-xhospitalxdistrictxorxauthority,yes,heart attack,amix5,heart attack patients given beta blocker at discharge,99%,441 patients,al_ami-5
25,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,334793870x,acute care hospitals,government - hospital district or authority,yxs,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
26,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yxs,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,72%,40 patients,al_ami-8a
27,10001,southeast alabama medxcal center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,heart failure patients given discharge instructions,78%,455 patients,al_hf-1
28,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital xistrict or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,514 patients,al_hf-2
29,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yxs,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),91%,165 patients,al_hf-3
30,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,110 patients,al_hf-4
31,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,3x302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,93%,191 patients,al_pn-2
32,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,governmenx - hospixal disxricx or auxhorixy,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,89%,125 patients,al_pn-3b
33,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hxspitals,government - hospital district or authority,yes,pneumonia,pnx4,pneumonia patients given smoking cessation advice/counseling,99%,107 patients,al_pn-x
34,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,92%,196 patients,al_pn-5c
35,x000x,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,363x2,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),80%,147 patients,al_pn-6
36,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,84%,160 patients,al_pn-7
37,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,xx479x8701,acute care hospitals,government - hospital district or authority,yex,surgxcal xnfectxon preventxon,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,72%,79 patients,al_scip-card-2
38,x000x,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houxton,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,94%,399 patients,al_scip-inf-1
39,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,governmenx - hospixal disxricx or auxhorixy,yes,suxgical infection pxevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,98%,405 paxienxs,al_scix-inf-2
40,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acxte care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),xx%,385 patients,al_scip-inf-3
41,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yxs,surgical infxction prxvxntion,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,9x%,136 patients,al_scip-inf-4
42,1xxx1,southeastxalabamaxmedicalxcenter,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-6,surgery patients neexing hair removex from the surgical area before surgery who hax hair removex using a safer methox (electric clippers or hair removal cream c not a razor),90%,537 patients,al_scip-inf-6
43,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,xl,36302,houston,3347938701,acute care hospitals,gxvernment - hxspital district xr authxrity,yes,surgical infection prevention,scip-vte-1,surgeryxpatientsxwhosexdoctorsxorderedxtreatmentsxtoxpreventxbloodxclotsxafterxcertainxtypesxofxsurgeries,86%,185 patients,al_scip-vte-1
44,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yex,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,83%,184 patients,al_scip-vte-2
45,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,x5957,marshall,256593831x,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,80%,20 patients,al_ami-1
46,x0005,marshallxmedicalxcenterxsouth,2505 u s highway 431 north,empty,empty,xoaz,xl,35957,xarshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,hexrt xttxck pxtients given xspirin xt dischxrge,60%,5 patients,alxami-2
47,10005,marshall medical center south,2505 u s highway 431 nxrth,empty,empty,boaz,xl,35957,marshall,2565x38310,acute care hospitals,government - hospital district or authority,yxs,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,2 patients,al_ami-3
48,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,empty,0 patixnts,al_ami-4
49,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,ax,35957,marshall,25659x8x10,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,100%,5 patxents,al_ami-5
50,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,35957,marshall,2565938310,xcute cxre hospitxls,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patxents gxven fxbrxnolytxc medxcatxon wxthxn 30 mxnutes of arrxval,empty,0 patients,al_ami-7a
51,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,xl,3595x,marshall,2565938310,acute care hospitals,governxent - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,empty,0 patients,al_ami-8a
52,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yxs,heart failure,hf-1,heart failure patients given discharge instructions,78%,110 patients,al_hf-x
53,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,35957,marshaxx,2565938310,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,160 patients,al_hf-2
54,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,bxaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart faixure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),90%,69 patients,al_hf-3
55,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,bxaz,al,35957,marshall,256593831x,acute care hospitals,government - hospital district or authority,yes,heart failure,xf-4,heart failure patients given smoking cessation advice/counseling,94%,34 patients,al_hf-4
56,10005,marshall medical center south,2505 u x highway 431 north,empty,empty,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,xes,pneumonia,pn-2,pneumonix pxtients xssessed xnd given pneumococcxl vxccinxtion,97%,172 patients,al_pn-2
57,10005,marshall mxdical cxntxr south,2505 u s highway 431 north,empty,empty,boxz,al,35957,marshall,2565938310,acute care hospitals,gxvernment - hxspital district xr authxrity,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,97%,12x patients,al_pn-xb
58,10005,marshaxx medicax center south,2505xuxsxhighwayx431xnorth,empty,empty,bxaz,al,35957,marshall,2x6x938310,acute care hospitals,government - hospital district or authority,yxs,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,97%,98 patientx,al_pn-4
59,10005,marshall medical center south,2505xuxsxhighwayx431xnorth,empty,empty,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pxeumoxia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96x,211 patients,al_pn-5c
60,1xxx5,marshall medical center south,2505 u s highway 431 north,empty,empty,boax,ax,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),92%,175 patients,al_pn-6
61,1xxx5,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,35957,marshall,2x6x938310,acute care hospitals,government - hospital district or authority,yes,pneuxonia,pn-7,pneumonix pxtients xssessed xnd given influenzx vxccinxtion,81x,118 patients,xl_pn-7
62,10005,marshall mxdical cxntxr south,2505 u s highway 431 north,empty,empty,boaz,al,35957,marshall,2565938310,acutx carx hospitals,government - hospital district or authority,yxs,surgical infection prevention,scip-cxrd-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,36%,1x patients,al_scip-card-2
63,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-1,xurgery patientx who were given an antibiotic at the right time (within one hour before xurgery) to help prevent infection,96%,168 patients,al_scip-inf-1
64,1xxx5,marshall medical center south,2505 u s highway 431 north,empty,empty,xoaz,al,3595x,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,93%,167 patients,al_scip-inf-2
65,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,35957,marshall,2565938310,acute care hospitals,governmenx - hospixal disxricx or auxhorixy,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),95%,158 patients,al_scip-inf-3
66,10005,marshall medical center south,2505xuxsxhighwayx431xnorth,empty,empty,boaz,al,35957,marshall,2565x38310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scxp-xnf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empxy,0 patients,al_scip-inf-4
67,10005,marshall medical center south,2505 u s highway 431 xorth,empty,empty,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yxs,surgical infection prevention,scip-inf-6,surgery patients needing hair removed xrom the surgical area bexore surgery who had hair removed using a saxer method (electric clippers or hair removal cream c not a razor),x00%,237 patients,al_scip-inf-6
68,x0005,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,35957,mxrshxll,2565938310,acute care hospitals,government - hospital district or authority,yex,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,78%,76 patients,al_scip-vte-1
69,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,x5957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yex,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,74%,76 patxents,al_scip-vte-2
70,10006,eliza xoffee memorial hospital,205 marengx street,empty,empty,fxorence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yxs,heart attack,ami-1,heart attack patients given aspirin at arrival,97%,15x patients,al_amx-1
71,10006,eliza coffee memorial hospital,205 marenxo street,empty,empty,florence,al,3563x,lauderdale,2567688400,xcute cxre hospitxls,voluntary non-profit - other,yes,heart attack,ami-2,hexrt xttxck pxtients given xspirin xt dischxrge,96%,247 patients,al_ami-2
72,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,florence,ax,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,xes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),93%,43 patients,al_ami-3
73,10006,eliza coffee memorial hospital,205 maxengo stxeet,empty,empty,florence,ax,x56x1,laudxrdalx,2567688400,acute caxe hospitals,voluntary non-profit - other,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,103 patients,al_axi-4
74,10006,eliza xoffee memorial hospital,205xmarengoxstreet,empty,empty,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yex,hearx axxack,ami-5,heart attack patients given beta blocker at discharge,96%,227 patients,al_ami-5
75,10006,eliza coffee xexorial hospital,205 marengx street,empty,empty,florence,al,35x31,lauderdale,2567688400,acute care hospitals,voluntary non-profxt - other,yes,heart attack,ami-7a,heart attack patxents gxven fxbrxnolytxc medxcatxon wxthxn 30 mxnutes of arrxval,empty,0 patients,xl_xmi-7x
76,10006,eliza coffee memorial hospixal,205 marengo street,empty,empty,florence,al,35631,xauderdaxe,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,xmi-8x,heart attack patients given pci within 90 minutes of arrival,98%,61 patients,xl_xmi-8x
77,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-1,heart failure patients given discharge instructions,79%,217 patients,al_hf-x
78,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,florence,al,35631,laudexdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,97%,259 patiexts,al_hf-2
79,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yex,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),82%,84 patients,al_hf-3
80,10006,eliza coffee memorial hospital,205 xarengo street,empty,empty,fxorence,al,x56x1,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,53 patients,al_hf-4
81,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - othxr,yex,pnexmonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,90%,174 patients,al_pn-2
82,1000x,eliza coffee memorial hospital,205 marengo street,empty,empty,florxncx,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-proxit - other,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,95%,137 patients,al_pn-3x
83,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,florence,al,35631,lauderdale,2567688400,acute care hosxitals,voluntary non-profit - other,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,65 patients,al_pn-4
84,1xxx6,eliza coffee memorial hospital,205 marengo street,empty,empty,florxncx,xl,35631,lauderdale,2567688400,acute care hospitals,voluntary non-proxit - other,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96%,200 patients,al_px-5c
85,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,px-6,pneumonia patients given the most appropriate initial antibiotic(s),91%,138 patients,al_pn-6
86,1000x,eliza coffee memorial hospital,205 marengo street,empty,empty,florence,al,x56x1,lauderdale,25676884xx,acute care xospitals,voluntary non-profit - other,yes,pneumxnia,pn-7,pneumonxa patxents assessed and gxven xnfluenza vaccxnatxon,88%,85 patients,al_pn-7
87,x0006,eliza coffee memorial hospital,205 marengo street,empty,empty,florxncx,al,35631,lauderdale,2567688400,acute care hospitals,voluntary nonxprofit x other,xes,surgicxl infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,96%,107 paxienxs,al_scip-card-2
88,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,flxrence,al,35631,lauderdale,2x67688400,acute care hospitals,voluntary non-profit - other,xes,surgxcal xnfectxon preventxon,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,xx%,457 patients,al_scip-inf-1
89,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,florxncx,al,3x631,lauderdale,2567688400,acute care hosxitals,voluntary non-profit - other,yex,surgical infection prevention,scip-inf-2,surgery patiexts who were givex the  right kixd  of axtibiotic to help prevext ixfectiox,99%,462 patients,al_scip-inf-2
90,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,florence,al,35631,lxuderdxle,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours axter surgery),94%,439 patients,al_scip-inf-3
91,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,89%,130 patients,al_scip-inf-4
92,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,fxorence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yxs,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),x00%,619 paxienxs,al_scip-inf-6
93,10006,eliza coffee memorial hospital,205 marengo sxreex,empty,empty,fxorence,al,35631,laudxrdalx,25x7x88400,acute care hospitals,voluntary non-profit - other,yxs,surxical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,95%,242 patiexts,al_scip-vte-1
94,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,flxrence,al,3563x,lauderdale,2567688400,acuxe care hospixals,voluntary non-profit - other,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,92%,242 patients,al_scip-vte-2
95,1000x,mizell memorial hospital,702xnxmainxst,empty,empty,opp,ax,36467,covington,3344933541,acute care hospitals,vxluntary nxn-prxfit - private,xo,heart attack,ami-1,xeart attack patients given aspirin at arrival,60%,5 patients,al_ami-1
96,10007,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467,covxngton,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-2,heart attack patients given aspirin at discharge,50%,2 patients,xl_xmi-2
97,10007,mxzell memorxal hospxtal,702 n main st,empty,empty,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-3,hearx axxack paxienxs given ace inhibixor or arb for lefx venxricular sysxolic dysfuncxion (lvsd),empty,0 patients,al_ami-3
98,10007,mizell memorial hospital,702 n main st,empty,empty,oxx,ax,36467,cxvingtxn,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,axi-4,heart attack patients given smoking cessation advice/counseling,empty,0 patients,al_ami-4
99,10007,mizell memorial hospital,702 n main st,empty,empty,opp,xl,36467,covinxton,3344933541,acute care hosxitals,voluntary non-profit - private,no,hexrt xttxck,ami-5,heart attack patients given beta blocker at discharge,100%,2 patients,al_ami-5
100,1000x,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
101,10007,xizell xexorial hospital,702 n main st,empty,empty,opp,al,36467,covington,3344933541,acxte care hospitals,voluntary non-profit - private,no,hexrt xttxck,ami-xa,xeart attack patients given pci witxin 90 minutes of arrival,empty,0 patients,al_ami-8a
102,10007,mizell memorial hospital,702 n main st,empty,empty,opp,al,3x4x7,covingxon,3344x33541,acute care hospitals,voluntary non-profit - private,no,heart failure,hfx1,heart failure patientx given dixcharge inxtructionx,x8%,59 patients,al_hf-1
103,10007,mizell memorial hospital,7x2 n main st,empty,empty,oxx,al,36467,covxngton,3344933541,axute xare hospitals,voluntary non-profit - private,no,heart faixure,hf-2,heart failure patients gixen an exaluation of left xentricular systolic (lxs) function,87%,76 patients,al_hf-2
