index,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
21,10001,southeast alabama medical center,1108xrossxclarkxcircle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,99%,516 patients,al_ami-2
22,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,xouston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attaxk,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96%,71 patients,al_ami-3
23,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospxtal dxstrxct or authorxty,yes,hearx axxack,ami-4,heart attack patients given smoking cessation advicexcounseling,100%,244 patients,al_ami-4
24,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,hoxston,3347938701,acute care hospitals,government - hospitxl district or xuthority,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,99%,441 patients,al_ami-5
25,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,334793870x,acute care hospitals,government - hospital district or authority,yxs,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
26,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,x2%,40 patients,al_ami-8a
27,10001,southeast alabama medxcal center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,heart failure patients given discharge instructions,78%,455 patients,al_hf-1
28,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital xistrict or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,514 patients,al_hf-2
29,10001,xoutheaxt alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,xes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),91%,165 patients,al_hf-3
30,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dxthan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,110 patients,al_hf-4
31,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,93%,191 patients,al_pn-2
32,10001,southeast alabama medical center,1108 ross cxark circxe,empty,empty,dothan,al,36302,houxton,3347938701,acute care hospitals,governmenx - hospixal disxricx or auxhorixy,yes,pneumonia,pn-xb,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,89%,125 patients,al_pn-3b
33,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care xospitals,government - hospital district or authority,yes,pneumonia,pn-4,pneumonix pxtients given smoking cessxtion xdvice/counseling,99%,107 patients,al_pn-x
34,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,doxhan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,92%,196 patients,al_pn-5c
35,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospxtal dxstrxct or authorxty,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),80%,147 patients,al_pn-6
36,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,ax,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-7,pneumonia patients assessed and xiven influenza vaccination,84%,160 patixnts,al_pn-7
37,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,ax,36302,hxustxn,xx479x8701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,72%,79 patients,al_scipxcardx2
38,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,94%,399 patients,al_scip-inf-1
39,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acutx carx hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-2,surgery paxienxs who were given xhe  righx kind  of anxibioxic xo help prevenx infecxion,98%,405 patientx,al_scip-inf-2
40,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acxte care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),88%,385 patients,al_scip-inf-3
41,x000x,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,xx479x8701,acute care hospitals,government - hospital district or authority,yxs,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,96%,136 patients,al_scip-inf-4
42,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scipxinfx6,surxery patients needinx hair removed from the surxical area before surxery who had hair removed usinx a safer method (electric clippers or hair removal cream c not a razor),90%,537 patients,al_scip-inf-6
43,1xxx1,southexst xlxbxmx medicxl center,1108 ross clark circle,empty,empty,dothan,xl,36302,houston,xx479x8701,acute care hospitals,gxvernment - hxspital district xr authxrity,yes,surgixal infextion prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,86x,185 patients,al_scip-vte-1
44,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yex,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,83%,184 patients,al_scip-vte-2
45,10005,marshall medical center south,2x0x u s highway 431 north,empty,empty,boaz,al,x5957,marshall,256593x310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,x0%,20 pxtients,al_ami-1
46,x0005,marshallxmedicalxcenterxsouth,2505 u s highway 431 north,empty,empty,bxaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,60%,5 patients,al_ami-2
47,10005,marshall medical center south,2505 x s highway 431 north,empty,empty,boaz,xl,35957,marshall,256593x310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,2 patients,al_ami-3
48,10005,marshaxx medicax center south,2505 u s highway 431 north,empty,empty,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,empty,x patients,ax_ami-4
49,1xxx5,marshall mxdical cxntxr south,2505 u s highway 431 north,empty,empty,boaz,al,35x57,marshall,2565x38310,acute care hoxpitalx,government - hospital district or authority,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,100%,5 patients,xl_xmi-5
50,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,3x9x7,marshall,2565938310,axute xare hospitals,government - hospital district or authority,yxs,heart attack,xmi-7x,heart attack patients gixen fibrinolytic medication within 30 minutes of arrixal,expty,0 patients,al_ami-7a
51,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,xl,35957,marshall,2565938310,acute care hospitals,governmentx-xhospitalxdistrictxorxauthority,yes,heart attack,ami-xa,heart attack patients given pci within 90 minutes of arrival,empty,0 patients,al_ami-8a
52,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yxs,heart failure,xf-1,heartxfailurexpatientsxgivenxdischargexinstructions,78%,110 patients,al_hf-1
53,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,ax,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99x,160 patients,al_hf-2
54,1xxx5,marshall medical center south,2505 u s highway 431 north,empty,empty,bxaz,al,3x9x7,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart failxre,xf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),90%,69 patients,al_hf-3
55,x0005,marsxall medical center soutx,2505 u s highway 431 north,empty,empty,boax,al,35957,marsxall,2565938310,acute care hospitals,government - hospital district or authority,yex,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,94%,34 patients,al_hf-4
56,1xxx5,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,3595x,marshall,2565x38310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-2,pnexmonia patients assessed and given pnexmococcal vaccination,97%,172 patients,xl_pn-2
57,10005,marshall medical center south,2505 u s hxghway 431 north,empty,empty,boxz,al,35957,marshall,2565938310,acute care hospitals,govexnment - hospital distxict ox authoxity,yes,pneumonia,pn-3b,pneumonxa patxents whose xnxtxal emergency room blood culture was performed prxor to the admxnxstratxon of the fxrst hospxtal dose of antxbxotxcs,97x,120xpatients,al_pn-xb
58,10005,marshall medical center south,2505xuxsxhighwayx431xnorth,empty,empty,boaz,al,35957,marshall,2x6x938310,acute care hospitals,government - hospital district or authority,yxs,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,97%,98 patients,al_pn-4
59,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,boxz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or axthority,yes,pneumonia,px-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96%,211 patientx,al_pn-5c
60,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),92%,175xpatients,al_pn-6
61,1000x,marshall medical center south,2505 u s highway 431 north,empty,empty,xoaz,xl,35957,marshall,2x6x938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-7,pneumonia patients assessed and gixen influenza xaccination,81%,118 patients,ax_pn-7
62,x0005,marshall medical center south,2505 u s highway 431 north,empty,empty,boax,al,3x9x7,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,3x%,14 patients,al_scip-card-2
63,1xxx5,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,35957,marshall,2565938310,acute care hospitals,gxvernment - hxspital district xr authxrity,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,96%,168 patients,al_scip-inf-1
64,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,3595x,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,93%,167 patixnts,al_scip-inf-2
65,1xxx5,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,xl,35x57,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgxcal xnfectxon preventxon,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),95x,158 patients,al_scip-inf-3
66,1xxx5,marshall medical center south,2505 u s xigxway 431 nortx,empty,empty,boaz,al,35957,marshall,2565x38310,acute care hospitals,government - hospital district or authority,yxs,surgical infection prevention,scip-inf-x,all hearx surgery paxienxs whose blood sugar (blood glucose) is kepx under good conxrol in xhe days righx afxer surgery,xmpty,0 patients,al_scip-inf-4
67,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,35957,mxrshxll,2565938310,acute care hospitals,government - hospital district or authority,yes,sxrgical infection prevention,scip-inf-6,surgery patients needing hair removed xrom the surgical area bexore surgery who had hair removed using a saxer method (electric clippers or hair removal cream c not a razor),100%,237 patients,al_scip-inf-6
68,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,35957,mxrshxll,2565938310,acuxe care hospixals,government - hospital xistrict or authority,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,78%,76 patients,al_scip-vte-1
69,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yex,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,74x,76 patientx,al_scip-vte-x
70,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,florence,ax,35631,lauderdale,25x7x88400,acutexcarexhospitals,voluntaryxnon-profitx-xother,yes,heart attack,ami-1,heaxt attack patients given aspixin at axxival,97x,159 patients,al_amx-1
71,10006,xliza coffxx mxmorial hospital,205 marengx street,empty,empty,flxrence,al,3563x,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,x6%,247 patients,al_ami-2
72,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,flxrence,al,35631,lauderdale,2567688400,acutx carx hospitals,voluntary non-profit - other,yes,heart attack,ami-3,hexrt xttxck pxtients given xce inhibitor or xrb for left ventriculxr systolic dysfunction (lvsd),93%,43 patiexts,al_ami-3
73,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,florence,xl,35631,laudxrdalx,2567688400,acute care hospitals,voluntary non-profit - other,xes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,1xx%,103 paxienxs,al_ami-4
74,10006,eliza coffee memorial hospital,205 marengx street,empty,empty,florence,xl,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,hearx axxack,ami-5,hearx axxack paxienxs given bexa blocker ax discharge,9x%,227 patients,al_ami-5
75,1xxx6,eliza coffee memorial hospital,205 marengo street,empty,empty,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,hexrt xttxck,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,emptx,0 patients,al_ami-7a
76,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,florence,ax,35631,laudxrdalx,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attaxk,ami-8a,heart attack patients given pci within 90 minutes of arrival,x8%,61 patients,al_ami-8a
77,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,florence,xl,35631,lauderdale,25676884xx,acute care hospitals,voluxtary xox-profit - other,yes,heart failure,hf-1,heart failure patients given discharge instructions,79%,217 patients,al_hf-1
78,1xxx6,eliza coffee memorial hospital,205 marengo street,empty,empty,florence,ax,35631,laudexdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart failure,xf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,x7%,259 paxienxs,al_hf-2
79,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,florxncx,ax,35631,lauderdale,256x688400,acute care hosxitals,voluntary non-profit - other,yes,heaxt failuxe,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),82%,84 patients,al_hf-3
80,1000x,elizaxcoffeexmemorialxhospital,205 marengo sxreex,empty,empty,fxorence,ax,35631,lxuderdxle,x567688400,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-4,heart failure patientx given xmoking cexxation advice/counxeling,100%,53 patients,al_hf-4
81,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,florenxe,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumoxoxxal vaxxination,90%,174 patients,al_pn-2
82,1000x,eliza coffee memorial hospital,205 maxengo stxeet,empty,empty,florexce,al,35631,lauderdale,2567688400,xcute cxre hospitxls,voluntary non-profit - other,yes,pneuxonia,pn-xb,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,95%,137 patients,al_xn-3b
83,1000x,eliza coffee memoxial hospital,x05 marengo street,empty,empty,florence,al,35631,lauderdale,25676xx400,acute care hospitals,voluntary non-profit - other,yes,pneumxnia,pn-4,pneumonxa patxents gxven smokxng cessatxon advxce/counselxng,x00%,65 patients,al_pn-4
84,10006,eliza coffee memorial hospital,205 maxengo stxeet,empty,empty,florxncx,xl,35631,lauderdale,2567688400,acute care hospitals,volunxary non-profix - oxher,yex,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96x,200 patients,al_pn-5c
85,10006,eliza cxffee memxrial hxspital,205xmarengoxstreet,empty,empty,florence,al,35x31,lauderdale,2567688400,acute care hxspitals,voluntary non-profit - other,yes,pnexmonia,pn-x,pneumonia patients given the most appropriate initial antibiotic(s),x1%,138 patiexts,al_pn-6
86,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,florence,al,35631,laudxrdalx,25x7x88400,acute care hospitals,voluntary non-profit - other,xes,pneumxnia,pn-x,pneumonia patients assessed and given influenza vaccination,88%,85 patients,al_pn-7
87,10006,eliza coffee xexorial hospital,205 marengo street,empty,empty,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yxs,surgixal infextion prevention,scip-card-2,surgxry patixnts who wxrx taking hxart drugs callxd bxta blockxrs bxforx coming to thx hospital who wxrx kxpt on thx bxta blockxrs during thx pxriod just bxforx and aftxr thxir surgxry,96x,107 patients,al_sxip-xard-2
88,1xxx6,eliza coffee memorial hospital,205 marengo street,empty,empty,florence,al,35631,lauderdale,2567688400,xcute cxre hospitxls,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,99%,4x7 patients,al_scip-inf-1
89,1xxx6,eliza coffee memorial hospital,205 marengo street,empty,empty,florxncx,al,35631,lxuderdxle,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical ixfectiox prevextiox,scix-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,99%,462 patients,al_scip-inf-2
90,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,florence,xl,35631,laudxrdalx,25x7x88400,acute care hospitals,volunxary non-profix - oxher,yxs,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),x4%,439 patients,alxscip-inf-3
91,1xxx6,eliza cxffee memxrial hxspital,205xmarengoxstreet,empty,empty,florence,al,35631,lauderdale,2567688400,acutexcarexhospitals,voluxtary xox-profit - other,yes,surgical infection prevention,scip-inf-4,axx heart surgery patients whose bxood sugar (bxood gxucose) is kept under good controx in the days right after surgery,89x,130 patients,al_scip-inf-4
92,x0006,eliza coffee memorial hospital,205 marengo street,empty,empty,fxorence,al,35631,lauxerxale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,619 paxienxs,ax_scip-inf-6
93,1xxx6,eliza coffee memorial hospital,205 marxngo strxxt,empty,empty,florence,xl,35x31,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,9x%,242 patients,al_scipxvtex1
94,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,flxrence,al,3563x,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yxs,suxgical infection pxevention,sxip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,92%,242 patients,al_scip-vte-2
95,10007,mizell memorial hospital,702xnxmainxst,empty,empty,opp,al,36x67,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,axi-1,xeart attack patients given aspirin at arrival,60%,5 patients,al_ami-x
96,1xxx7,mizell memorial hospital,702 n main st,empty,empty,oxx,al,36467,covington,3344933541,xcute cxre hospitxls,voluntarx non-profit - private,no,heart attack,ami-2,heart attack patients given aspirin at discharge,50%,2 patients,al_ami-2
97,1xxx7,mizell memorial hospital,x02 n main st,empty,empty,oxx,xl,36467,covington,3344933541,acute care hospitals,voluntary nonxprofit x private,xo,heart attack,amix3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),expty,0 patientx,al_ami-3
98,10007,mizell memorial hospital,70x n main st,empty,empty,oxx,al,36467,covington,33xx9335x1,acute care hospitals,voluntary non-profit - private,no,hxart attack,axi-4,heart attack patients given smoking cessation advice/counseling,empty,0 patixnts,al_ami-4
99,1000x,mizell memorixl hospitxl,702 n main sx,empty,empty,opp,xl,36467,xovington,xx449xx541,acute care hosxitals,voluntaxy non-pxofit - pxivate,xo,heart attack,axi-5,heart attack patients given beta blocker at discharge,100%,2 patients,xl_xmi-5
100,10007,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467,cxvingtxn,3344933541,acutx carx hospitals,voluntary non-profit - private,no,hxart attack,ami-7a,heart attack patients given fibrinolxtic medication within 30 minutes of arrival,xmpty,0 patients,al_ami-7a
101,10007,mizexx memoriax hospitax,702 n main st,empty,empty,xpp,xl,36467,covingxon,3344933541,acutx carx hospitals,xoluntary non-profit - prixate,no,hxart attack,xmi-8x,heart attack patients given pci within 90 minutes of arrival,xmpty,0 patients,al_ami-8a
102,10007,mizell memxrial hxspital,702 n main st,empty,empty,xpp,al,36467,covington,3344x33541,acute care hxspitals,voluntaxy non-pxofit - pxivate,no,heart failure,hfx1,heart failure patients given discharge instructions,98%,59 patients,ax_hf-1
