index,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
62,helloflight,UA-414-LAX-SFO,6:00 a.m.,6:10 a.m.,7:04 a.m.,7:04 a.m.
63,helloflight,CO-1614-LAX-IAH,TBD,Not Available,5:35 a.m.,Not Available
64,helloflight,UA-2726-FLL-PHL,TBD,4:10 p.m.,6:25 p.m.,6:25 p.m.
65,helloflight,CO-52-IAH-LAX,7:35 a.m. UTC,7:35 a.m.,9:21 a.m.,9:21 a.m.
66,helloflight,CO-1090-BOS-IAH,9:45 AM,9:45 AM,1:16 p.m.,1:16 p.m.
67,helloflight,AA-616-DFW-DTW,10:00 a.m.,10:11 a.m.,1:11 p.m.,1:11 p.m.
68,helloflight,UA-3515-IAD-MSP,8:00 a.m.,8:26 a.m.,9:56 a.m.,9:56 a.m.
69,helloflight,AA-3468-CVG-MIA,7:00 a.m.,07:25,9:29 a.m.,9:29 a.m.
70,helloflight,AA-484-DFW-MIA,16:00,4:29 p.m.,19:37,7:37 p.m.
71,helloflight,AA-1886-BOS-MIA,10:54 a.m.,10:54 a.m.,1:36 p.m.,1:36 p.m.
72,helloflight,CO-62-IAH-EWR,N/A,Not Available,7:03 p.m.,7:03 p.m.
73,helloflight,CO-1561-PHX-IAH,8:05 a.m.,8:05 a.m.,11:35 a.m. Dec 1,11:35 a.m. Dec 1
74,helloflight,UA-2314-ATL-PHL,3:04 p.m.,3:04 p.m.,4:43 p.m.,4:43 p.m.
75,helloflight,AA-446-DFW-PHL,12:00 p.m.,12:13 p.m.,16:08,4:08 p.m.
76,helloflight,CO-1023-IAH-DEN,11:40 a.m.,11:40 AM,1:17 p.m.,13:17
77,helloflight,AA-466-IAH-MIA,6:09 a.m.,6:09 a.m.,8:50 a.m.,8:50 a.m.
78,helloflight,UA-3050-PHX-CLT,TBD,11:45 a.m.,17:00,5:00 p.m.
79,helloflight,CO-89-IAH-EWR,6:00 a.m.,6:00 AM,10:20 AM Dec 1,10:20 a.m. Dec 1
80,helloflight,CO-1088-CLE-IAH,8:40 a.m.,8:40 a.m.,10:54 p.m.,10:54 p.m.
81,helloflight,AA-1664-MIA-ATL,10:00 a.m.,10:19 a.m.,11:50 a.m.,11:50 a.m.
82,helloflight,AA-1279-DFW-PHX,14:00,2:03 p.m.,3:13 p.m.,3:13 p.m.
83,helloflight,UA-854-SFO-IAH,N/A,8:07 a.m.,1:23 p.m.,1:23 p.m.
84,helloflight,UA-382-IAD-LAX,12:56 p.m.,12:56 p.m.,15:09,3:09 p.m.
85,helloflight,AA-4344-ORD-DTW,12:00 p.m.,12:14 p.m.,1:55 p.m.,1:55 p.m.
86,helloflight,UA-257-JFK-SFO,N/A,2:43 p.m.,5:22 p.m.,5:22 p.m.
87,helloflight,UA-2945-PHL-CLT,12:00 p.m.,12:07 p.m.,13:11,1:11 p.m.
88,helloflight,CO-63-EWR-IAH,5:25 p.m.,5:25 p.m.,8:22 p.m.,8:22 p.m.
89,helloflight,CO-47-IAH-LAX,7:10 p.m.,7:10 p.m.,8:56 p.m.,8:56 p.m.
90,helloflight,AA-2050-ORD-MIA,11:00 a.m.,11:06 a.m.,14:39,2:39 p.m.
91,helloflight,UA-248-PHX-ORD,N/A,1:43 p.m.,5:24 p.m.,5:24 p.m.
92,helloflight,AA-4330-CVG-ORD,3:35 p.m.,3:35 PM,2023-12-02T16:00:00,2023-12-02T16:00:00
93,helloflight,AA-1434-DFW-MCO,7:00 a.m.,7:22 a.m.,10:34 a.m.,10:34 a.m.
94,helloflight,AA-1640-MIA-MCO,6:47 p.m.,6:47 p.m.,2023-12-02T19:25:00,2023-12-02T19:25:00
95,helloflight,AA-4307-ORD-DTW,N/A,6:56 p.m.,8:38 p.m.,8:38 p.m.
96,helloflight,AA-3-JFK-LAX,12:00 p.m.,12:12 p.m.,15:04,3:04 p.m.
97,helloflight,CO-1694-LAX-IAH,7:15 p.m.,7:15 PM,2011-12-02T00:21:00,2011-12-02T00:21:00
98,helloflight,UA-843-LAX-ORD,2:00 p.m.,2:04 p.m.,7:20 p.m.,7:20 p.m.
99,helloflight,CO-1193-EWR-MCO,9:15 AM Dec 1,9:15 AM,12:18 PM,12:18 p.m.
100,helloflight,AA-3842-MSP-ORD,6:57 a.m.,6:57 a.m.,07:49,7:49 a.m.
101,helloflight,AA-643-MIA-ORD,7:00 a.m.,7:31 a.m.,9:26 a.m.,9:26 a.m.
102,helloflight,AA-1007-MIA-PHX,5:09 p.m.,5:09 p.m.,7:43 p.m.,7:43 p.m.
103,helloflight,AA-2525-DFW-MIA,7:00 a.m.,7:39 a.m.,10:43 a.m.,10:43 a.m.
104,helloflight,UA-2906-PHL-MCO,N/A,4:44 p.m.,6:28 p.m.,6:28 p.m.
105,helloflight,UA-938-DEN-ORD,N/A,4:37 p.m.,7:23 p.m.,7:23 p.m.
106,helloflight,AA-1221-MCO-ORD,TBD,TBD,TBD,21:47
107,helloflight,CO-16-LAX-EWR,2023-11-30T10:25:00,11/30 10:25 a.m.,6:44 p.m.,6:44 p.m.
108,helloflight,UA-2515-DFW-CLT,7:00 a.m.,7:30 a.m.,10:43 a.m.,10:43 a.m.
109,helloflight,AA-400-DFW-JFK,11:00 a.m.,11:02 a.m.,14:58,2:58 p.m.
110,helloflight,UA-664-ORD-PHL,1:30 p.m.,1:48 p.m.,4:20 p.m.,4:20 p.m.
111,helloflight,AA-3756-ORD-SLC,TBD,12:42 p.m.,TBA,12:42 p.m.
112,helloflight,UA-37-EWR-MCO,1:29 p.m.,1:29 PM,2023-10-01T16:17:00,4:17 p.m.
113,helloflight,AA-1522-SFO-ORD,TBD,00:11,5:52 a.m.,5:52 a.m.
114,helloflight,UA-233-LAX-JFK,4:00 p.m.,4:28 p.m.,12/2/11 12:01 a.m.,2011-12-02T00:01:00
115,helloflight,AA-3823-LAX-DEN,21:00,9:06 p.m.,11:49 p.m.,11:49 p.m.
116,helloflight,AA-2312-DFW-DTW,8:00 p.m.,8:29 p.m.,11:35 p.m.,11:35 p.m.
117,helloflight,AA-1165-JFK-MIA,7:00 a.m.,7:23 a.m.,09:45 a.m.,9:45 a.m.
118,helloflight,AA-431-MIA-SFO,8:00 a.m.,8:52 a.m.,11:33 a.m.,11:33 a.m.
119,helloflight,UA-3373-IAD-PHL,TBD,8:37 a.m.,8:37 a.m.,N/A
120,helloflight,AA-649-ORD-SNA,TBD,1:41 p.m.,3:29 p.m.,3:29 p.m.
121,helloflight,CO-1250-MIA-IAH,2:53 p.m.,2:53 PM,N/A,TBD
122,helloflight,UA-6273-YYC-SFO,7:00 a.m.,7:41 a.m.,08:33 a.m.,8:33 a.m.
123,helloflight,UA-828-SFO-ORD,11:08 p.m.,11:08 PM,2011-12-02T05:11:00,2011-12-02T05:11:00.000
124,helloflight,CO-4888-IAH-DAL,5:00 p.m.,5:38 p.m.,6:19 p.m.,6:19 p.m.
125,helloflight,UA-858-PVG-SFO,1:50 p.m. (+8:00),1:50 PM,7:50 a.m.,7:50 a.m.
126,helloflight,UA-2704-DTW-PHX,11:00 a.m.,11:47 a.m.,14:52,1:52 p.m.
127,helloflight,AA-3063-SLC-LAX,8:00 p.m.,8:40 p.m.,9:12 p.m.,21:12
128,helloflight,UA-2708-EWR-CLT,3:00 p.m.,3:04 p.m.,4:22 p.m.,4:22 p.m.
129,helloflight,UA-62-IAH-EWR,2:30 p.m.,2:30 PM,2023-12-02T19:03:00,2023-12-02T19:03:00
130,helloflight,UA-1500-IAH-GUA,8:55 a.m.,8:55 a.m.,11:45 a.m.,11:45 a.m.
131,helloflight,AA-3804-PHL-ORD,TBD,2023-11-30T14:44:00,3:36 p.m.,15:36
132,helloflight,AA-1917-JFK-MCO,3:00 p.m.,3:28 p.m.,5:39 p.m.,5:39 p.m.
133,helloflight,AA-2268-PHX-ORD,TBD,2023-12-02T07:22:00,Dec 02 11:04 a.m.,11:04 a.m.
134,helloflight,AA-4277-CVG-JFK,12:00 p.m.,12:11 p.m.,13:42,1:42 p.m.
135,helloflight,AA-2957-DFW-CVG,08:04,2023-11-30T08:04:00,11/30 10:58 a.m.,10:58 AM
136,helloflight,UA-37-EDI-EWR,09:05,9:05 AM,11:53 a.m. Dec 1,11:53 a.m. Dec 1
137,helloflight,AA-789-ORD-DEN,1:00 p.m.,1:20 p.m.,14:49,2:49 p.m.
138,helloflight,AA-415-BOS-ORD,8:55 a.m.,8:55 a.m.,10:12 a.m.,10:12 a.m.
139,helloflight,AA-85-JFK-SFO,15:38,3:38 p.m.,6:30 p.m.,6:30 p.m.
140,helloflight,AA-3979-CVG-ORD,TBD,TBD,N/A,7:59 a.m.
141,helloflight,AA-3786-IAH-ORD,TBD,2011-12-02T16:12:00,12/02/2011 6:11 p.m.,2011-12-02T18:11:00
142,helloflight,AA-271-MIA-LAX,11:52 AM,11:52 AM Dec 1,14:21,14:21
143,helloflight,CO-50-CLE-EWR,2:55 p.m.,2:55 p.m.,4:49 p.m.,4:49 p.m.
144,helloflight,UA-3099-PHX-PHL,11:00 a.m.,11:55 a.m.,17:34,5:34 p.m.
145,helloflight,AA-4198-ORD-CLE,TBD,10:55 a.m.,12:37 p.m.,12:37 p.m.
146,helloflight,AA-404-MIA-MCO,6:00 a.m.,6:58 a.m.,7:37 a.m.,7:37 a.m.
147,helloflight,CO-45-EWR-MIA,2023-12-02T16:00:00,2023-12-02T16:00:00,7:05 p.m.,7:05 p.m.
148,helloflight,AA-3809-PHX-LAX,6:00 a.m.,6:11 a.m.,6:15 a.m.,6:15 a.m.
149,helloflight,AA-59-JFK-SFO,N/A,7:40 a.m.,10:52 a.m.,10:52 a.m.
150,helloflight,AA-222-LAX-BOS,7:00 a.m.,7:32 a.m.,3:12 p.m.,3:12 p.m.
151,boston,AA-3859-IAH-ORD,2011-12-02T07:10:00,12/02/2011 7:16 a.m.,2011-11-30T09:40:00,2011-12-02T09:22:00
152,boston,CO-1586-IAH-MCO,N/A,7:42 p.m.,10:23 p.m.,10:23 p.m.
153,boston,AA-518-MIA-JFK,2011-12-02T06:40:00,6:54 a.m.,2011-12-02T09:25:00,9:25 a.m.
154,boston,UA-397-JFK-SFO,8:00 a.m.,08:49,11:35 a.m.,11:35 AM
155,boston,UA-3925-IAD-ORF,9:01 a.m.,9:01 a.m.,9:40 a.m.,9:40 a.m.
156,boston,AA-1733-ORD-PHX,7:45 p.m. Dec 1,7:59 p.m.,10:30 PM,10:39 p.m. (Estimated)
157,boston,AA-3-JFK-LAX,2023-12-02T12:00:00,12:12 PM,2023-12-02T15:15:00,15:10
158,boston,UA-2830-MCO-CLT,3:27 p.m.,3:27 p.m.,11/30 17:05,11/30 5:17 p.m.
159,boston,CO-58-DEN-IAH,TBD,12:37 p.m.,15:25,3:25 p.m.
160,boston,UA-5487-SFO-MRY,10:00 a.m.,10:53 a.m.,11:18 a.m.,11:18 a.m.
161,boston,AA-204-LAX-MCO,2023-11-30T23:25:00,11/30 11:25 p.m.,2023-12-02T06:55:00,2023-12-02T06:55:00
162,boston,UA-414-LAX-SFO,6:00 a.m.,6:10 a.m.,7:10 a.m.,7:10 a.m.
163,boston,CO-1614-LAX-IAH,12:00 a.m.,12:58 a.m.,05:23 a.m.,5:23 a.m.
164,boston,UA-2726-FLL-PHL,2011-12-02T16:00:00,16:10,6:46 p.m.,6:46 p.m.
165,boston,CO-52-IAH-LAX,TBD,7:56 a.m.,9:09 a.m.,9:09 a.m.
166,boston,CO-1090-BOS-IAH,10:00 a.m.,10:35 a.m.,1:09 p.m.,1:09 p.m.
167,boston,AA-616-DFW-DTW,10:11 a.m.,10:11 AM,12:35 p.m.,13:18
168,boston,UA-3515-IAD-MSP,8:00 a.m.,8:26 a.m.,9:54 a.m.,9:54 a.m.
169,boston,AA-3468-CVG-MIA,12:00 PM,2023-12-02T07:25:00,9:55 a.m.,09:42 AM
170,boston,AA-484-DFW-MIA,4:15 p.m.,16:30,2011-12-02T19:55:00,2011-12-02T19:35:00
171,boston,AA-1886-BOS-MIA,10:00 a.m.,10:55 a.m.,13:34,1:34 p.m.
172,boston,CO-62-IAH-EWR,TBD,2:59 p.m.,6:59 p.m.,6:59 p.m.
173,boston,CO-1561-PHX-IAH,08:00 a.m.,8:18 a.m.,11:26 a.m.,11:26 a.m.
174,boston,UA-2314-ATL-PHL,3:04 p.m.,3:04 p.m.,4:45 p.m.,4:45 p.m.
175,boston,AA-446-DFW-PHL,11:50 a.m.,12:13 p.m. Dec 1,2023-11-30T15:50:00,4:09 p.m. Dec 1
176,boston,CO-1023-IAH-DEN,12:00 p.m.,12:06 p.m.,1:12 p.m.,1:12 p.m.
177,boston,AA-466-IAH-MIA,6:00 a.m.,06:09 AM,9:20 a.m.,9:00 p.m.
178,boston,UA-3050-PHX-CLT,11:05 a.m.,11:05 a.m.,5:03 p.m.,17:03
179,boston,CO-89-IAH-EWR,unknown,6:17 a.m.,10:18 a.m.,10:18 a.m.
180,boston,CO-1088-CLE-IAH,9:01 a.m.,9:01 a.m.,10:47 a.m.,10:47 a.m.
181,boston,AA-1664-MIA-ATL,10:15 a.m.,10:15 a.m.,2011-12-02T12:10:00,12/02/2011 11:50 a.m.
182,boston,AA-1279-DFW-PHX,12:00 PM,2:04 p.m.,2:50 p.m.,15:19
183,boston,UA-854-SFO-IAH,8:00 a.m.,8:07 a.m.,1:27 p.m.,1:27 p.m.
184,boston,UA-382-IAD-LAX,12:56 p.m.,12:56 p.m.,15:20,3:20 p.m.
185,boston,AA-4344-ORD-DTW,unknown,12:14 p.m.,14:01,2:01 p.m.
186,boston,UA-257-JFK-SFO,2023-11-30T14:30:00,14:43,6:15 p.m.,6:15 p.m.
187,boston,UA-2945-PHL-CLT,12:00 PM,12:00 p.m.,1:45 p.m.,1:45 p.m.
188,boston,CO-63-EWR-IAH,5:00 p.m.,5:38 p.m.,7:55 p.m.,7:55 p.m.
189,boston,CO-47-IAH-LAX,8:00 p.m.,8:36 p.m.,9:38 p.m.,9:38 p.m.
190,boston,AA-2050-ORD-MIA,10:40 a.m.,10:40 a.m.,2:45 p.m.,14:37
191,boston,UA-248-PHX-ORD,12:57 PM,12:57 PM,16:52,null
192,boston,AA-4330-CVG-ORD,2011-12-02T15:36:00,2011-12-02T15:36:00,12/02/2011 3:25 p.m.,2011-12-02T15:25:00
193,boston,AA-1434-DFW-MCO,7:15 AM,07:22 AM,10:35 AM,10:29 p.m.
194,boston,AA-1640-MIA-MCO,2023-12-02T18:30:00,Dec 02 6:30 p.m.,Dec 02 8:30 p.m.,Not Yet Arrived
195,boston,AA-4307-ORD-DTW,2023-12-02T18:45:00,Dec 02 6:56 p.m.,Dec 02 8:43 p.m.,Dec 02 8:43 p.m.
196,boston,CO-1694-LAX-IAH,2023-11-30T19:15:00,11/30 7:15 p.m.,12:21 a.m. Dec 01,12:21 a.m. Dec 02
197,boston,UA-843-LAX-ORD,2:00 p.m.,2:38 p.m.,7:53 p.m.,7:53 p.m.
198,boston,CO-1193-EWR-MCO,2011-12-02T09:15:00,09:58:00,12:18 p.m.,12:03 PM
199,boston,AA-3842-MSP-ORD,6:00 a.m.,6:57 a.m.,7:30 a.m.,7:51 a.m. Dec 1
200,boston,AA-643-MIA-ORD,2023-12-02T07:10:00,07:31,9:35 a.m.,9:29 p.m.
201,boston,AA-1007-MIA-PHX,TBA,17:09,7:53 p.m.,7:53 p.m.
202,boston,UA-2906-PHL-MCO,4:30 p.m.,16:46,2023-11-30T18:23:00,18:36
203,boston,UA-938-DEN-ORD,TBD,4:37 p.m.,2023-10-03T19:26:00,7:26 p.m.
204,boston,AA-1221-MCO-ORD,8:00 PM Dec 1,8:23 p.m.,2023-12-02T21:45:00,21:49
205,boston,CO-16-LAX-EWR,TBD,10:37 a.m.,18:13,6:13 p.m.
206,boston,UA-2515-DFW-CLT,N/A,7:31 a.m.,10:45 a.m.,10:45 a.m.
207,boston,AA-400-DFW-JFK,10:40 AM,11:02 AM,2:59 p.m.,14:56
208,boston,UA-664-ORD-PHL,2011-12-02T13:33:00,2011-12-02T13:48:00,2011-12-02T16:31:00,2011-12-02T16:18:00
209,boston,AA-3756-ORD-SLC,2011-12-02T12:15:00,12:42 PM,14:45,14:52
210,boston,UA-37-EWR-MCO,TBD,2:01 p.m.,4:06 p.m.,4:06 p.m.
211,boston,AA-1522-SFO-ORD,11:55 p.m.,11:55 PM,2023-12-02T05:50:00,5:50 AM Dec 02
212,boston,UA-233-LAX-JFK,4:25 PM Dec 1,4:25 PM Dec 1,2023-12-02T00:29:00,12:29 a.m. Dec 02
213,boston,AA-3823-LAX-DEN,2011-12-02T21:00:00,12/02/2011 9:00 p.m.,12:15 a.m. Dec 03,12/03/2011 12:15 a.m.
214,boston,AA-2312-DFW-DTW,08:25 PM,8:25 PM,2023-11-30T23:50:00,11/30 11:50 PM
215,boston,AA-1165-JFK-MIA,12:59 PM,07:23 AM,Not Scheduled,09:58
216,boston,AA-431-MIA-SFO,8:35 a.m.,8:52 AM,11:50 a.m. Dec 1,11:40 a.m. Dec 1
217,boston,UA-3373-IAD-PHL,8:00 a.m.,8:37 a.m.,9:11 a.m.,9:11 a.m.
218,boston,AA-649-ORD-SNA,12:00 p.m.,TBA,3:50 p.m.,3:50 p.m.
219,boston,CO-1250-MIA-IAH,15:00,3:17 p.m.,4:55 p.m.,4:55 p.m.
220,boston,UA-6273-YYC-SFO,7:00 a.m.,7:41 a.m.,8:41 a.m.,8:41 a.m.
221,boston,UA-828-SFO-ORD,2011-12-02T23:08:00,12/02/2011 11:08 p.m.,2011-12-02T05:11:00,2011-12-03T05:11:00
222,boston,CO-4888-IAH-DAL,2023-12-02T17:30:00,5:30 PM,2019-12-02T18:09:00,6:09 PM
223,boston,UA-858-PVG-SFO,12:00 a.m.,12:45 a.m.,7:58 a.m.,7:58 a.m.
224,boston,UA-2704-DTW-PHX,11:00 a.m.,11:47 a.m.,14:02,2:02 p.m.
225,boston,AA-3063-SLC-LAX,TBA,8:40 p.m.,9:11 p.m.,21:11
226,boston,UA-2708-EWR-CLT,3:04 p.m.,3:04 p.m.,4:24 p.m.,4:24 p.m.
227,boston,UA-62-IAH-EWR,TBD,2:59 p.m.,18:59,18:59
228,boston,UA-1500-IAH-GUA,N/A,9:43 a.m.,12:10 p.m.,12:10 p.m.
229,boston,AA-3804-PHL-ORD,2:35 p.m.,2:44 p.m.,2011-12-02T16:05:00,2011-12-02T15:36:00
230,boston,AA-1917-JFK-MCO,2:55 p.m.,15:28,5:55 p.m.,5:55 p.m.
231,boston,AA-2268-PHX-ORD,12:15 p.m.,07:23,11:35 a.m.,11:35 a.m.
232,boston,AA-4277-CVG-JFK,2023-12-02T12:10:00,12:11 PM,2:15 p.m.,12:40 p.m.
233,boston,AA-2957-DFW-CVG,8:00 a.m.,08:05,11:05 a.m.,11:00 AM
234,boston,UA-37-EDI-EWR,09:05,09:05,12:00 p.m.,12:00 p.m.
235,boston,AA-789-ORD-DEN,1:20 p.m.,13:20,2023-12-02T14:35:00,14:01
236,boston,AA-415-BOS-ORD,TBD,2011-12-02T08:56:00,12/02/2011 10:10 a.m.,2011-12-02T10:10:00
237,boston,AA-85-JFK-SFO,3:05 p.m.,15:38,2011-12-02T18:30:00,2011-12-02T18:36:00
238,boston,AA-3979-CVG-ORD,7:30 a.m.,8:04 a.m.,2011-12-02T08:00:00,2011-12-02T07:57:00
239,boston,AA-1544-SAN-ORD,TBD,11:41 a.m.,16:52,4:52 p.m.
240,boston,AA-3786-IAH-ORD,4:00 p.m.,4:12 p.m.,Dec 02 6:40 PM,6:09 p.m.
241,boston,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,2011-12-02T14:25:00,2011-12-02T14:18:00
242,boston,AA-2525-DFW-MIA,2023-12-02T07:25:00,07:40:00,11:10 a.m. Dec 1,11:10 a.m.
243,boston,CO-50-CLE-EWR,TBD,4:02 p.m.,5:09 p.m.,5:09 p.m.
244,boston,UA-3099-PHX-PHL,2011-12-02T11:55:00,11:55 a.m. Dec 1,6:17 p.m.,6:17 p.m.
245,boston,AA-4198-ORD-CLE,11/30 10:40 AM,10:55 AM,12:55 p.m. Dec 1,12:48 p.m. Dec 1
246,boston,AA-404-MIA-MCO,2011-12-02T06:45:00,6:45 a.m.,2011-12-02T07:45:00,2011-12-02T07:32:00
